,buyer,seller,price
237,-146656.536528,3609.930906,9.398440
238,-171355.330398,3461.450897,9.569347
239,-147659.527220,3406.362522,9.429094
240,-97937.994218,3278.646090,9.179733
241,-151662.970236,3481.459126,9.394655
242,-140963.137991,3542.956693,9.403807
243,-159312.863842,3684.548014,9.607670
244,-133267.240022,3396.155771,9.388674
245,-100631.075682,3235.641795,9.200663
246,-125574.716267,2972.824263,9.194456
247,-129550.556961,2994.369926,9.336815
248,-108964.838568,3104.149127,9.474807
249,-122171.636204,2968.302252,9.331814
250,-111554.254962,2963.962604,9.332175
251,-117823.910533,3115.962300,9.402586
252,-135372.496234,3302.405343,9.473233
253,-127830.242943,3432.618038,9.172901
254,-119539.517917,3308.543459,9.470536
255,-94184.819943,2517.840916,9.271417
256,-111131.509639,2086.561425,9.639532
257,-106345.751517,2299.730875,9.719971
258,-102909.205452,2473.948653,9.300909
259,-108363.400584,2757.274031,9.564367
260,-106834.852177,2700.774764,9.361452
261,-110732.489155,2576.485155,9.360498
262,-123496.137084,2741.605785,9.582541
263,-97201.853218,2847.455880,9.478617
264,-114351.267301,2766.192335,9.402447
265,-115226.103758,2575.703309,9.429221
266,-106786.763140,2252.523183,9.283217
267,-97908.123256,2155.145899,9.611716
268,-166821.199448,1618.010872,9.765729
269,-89146.136646,1952.877008,9.344045
270,-85683.906735,2121.318156,9.389823
271,-82591.732182,2180.744948,9.402879
272,-87778.489822,2306.855481,9.344071
273,-147105.910079,2160.340669,9.747274
274,-93066.436218,2504.454204,8.899263
275,-109499.944333,2294.858731,9.250597
276,-89360.608407,1998.613129,9.293620
277,-96561.407388,2098.086293,9.563062
278,-80327.168109,2106.812051,9.002388
279,-92998.787256,2212.527953,9.077402
280,-106961.077962,2422.733411,9.393094
281,-80064.671968,2369.869530,9.223683
282,-101865.393598,2574.272837,9.516658
283,-113615.227562,2096.887612,9.667110
284,-110991.749333,1663.256209,9.681642
285,-106881.697850,1557.506307,9.675724
286,-68378.885574,1613.607476,9.115033
287,-76227.764646,1646.684004,9.323697
288,-69843.464315,1661.326148,9.322863
289,-79565.620406,1864.598963,9.531858
290,-89778.060683,1929.392472,9.275549
291,-278278.445660,270.920184,9.843383
292,-105554.860269,1721.846054,9.477821
293,-77008.334764,1805.347370,9.213356
294,-82615.140524,1775.023419,9.286134
295,-88737.684072,1812.597782,9.252663
296,-91148.913421,1823.693620,9.185289
297,-74012.773981,2034.023090,9.359047
298,-154137.295040,1355.030794,9.835671
299,-183544.121511,724.594532,9.831088
300,-151864.012857,1093.129992,9.831374
301,-55469.937486,1513.492295,9.111148
302,-83969.935292,1554.734286,9.472717
303,-71125.091447,1410.881575,9.371992
304,-61473.262097,1242.467538,9.280948
305,-54044.276398,1253.647466,9.407057
306,-68014.109533,1259.069992,9.331137
307,-60917.566294,1316.236041,9.146607
308,-68541.948716,1355.913249,9.516423
309,-63078.753642,1389.237030,9.397582
310,-68489.493158,1404.811741,9.452796
311,-61308.660556,1329.954518,9.385413
312,-58040.261883,1367.747532,9.481443
313,-63634.637575,1277.477133,9.479973
314,-59990.482621,1322.353781,9.652504
315,-56552.924823,1350.344755,9.485225
316,-119866.809801,1043.472086,9.860938
317,-130546.747838,1037.199589,9.861877
318,-150060.932765,881.856794,9.856349
319,-70598.612003,1609.366624,9.383578
320,-66030.647425,1536.338434,9.068698
321,-80937.035885,1525.281034,9.376200
322,-153149.294855,832.493668,9.905168
323,-60196.966283,1541.531774,9.334942
324,-86346.100599,1410.233645,9.726161
325,-68811.049964,1462.998966,9.577087
326,-73773.317008,1411.238760,9.490834
327,-63907.337009,1388.318257,9.376625
328,-71124.484366,1429.965568,9.525099
329,-174314.897023,548.200291,9.869854
330,-77832.854088,1622.406050,9.484283
331,-57463.193298,1488.615220,9.189108
332,-69347.266597,1479.661270,9.551523
333,-43592.221477,1553.381934,9.331158
334,-71154.373750,1572.936365,9.232877
335,-66755.430194,1574.407695,9.231720
336,-67016.002620,1547.467290,9.517567
337,-67048.918173,1461.189204,9.238279
338,-58459.331295,1357.735762,9.439827
339,-125033.227240,784.249348,9.819191
340,-82875.997270,1343.647682,9.556480
341,-61385.743016,1403.000902,9.464012
342,-153601.844520,522.695663,9.818478
343,-77261.179136,1324.221296,9.587831
344,-101398.474099,1242.795695,9.839713
345,-68121.005948,1440.463559,9.338368
346,-149333.412798,671.450482,9.830336
347,-94866.304711,1500.757857,9.566710
348,-76281.438945,1656.355267,9.398744
349,-75679.784857,1643.510110,9.234628
350,-69719.313239,1594.489252,9.304364
351,-77170.028717,1660.731488,9.574526
352,-82535.563107,1707.035799,9.414903
353,-82230.071749,1826.820284,9.402482
354,-129580.725555,1426.273662,9.811128
355,-215480.176839,458.050989,9.843157
356,-109085.547084,1742.147950,9.800269
357,-75288.955661,1890.647559,9.255009
358,-85738.638267,1788.648308,9.358607
359,-84354.041410,1692.695423,9.475964
360,-86405.421653,1653.505013,9.280310
361,-76348.710170,1777.519834,9.199426
362,-159268.116528,1274.315761,9.829842
363,-128288.172000,1493.641773,9.804204
364,-217566.010840,709.252371,9.827762
