,buyer,seller,price
86,-8289.970740,526.998175,8.994005
87,-4926.591863,505.389834,9.102741
88,-7222.264632,511.164392,9.061756
89,-8258.037101,550.574618,9.140909
90,-5726.119116,581.003345,8.959961
91,-6319.717971,581.859235,8.865420
92,-5356.638551,569.783363,8.851832
93,-8427.883324,508.240982,9.433009
94,-4619.957215,352.540929,9.087232
95,-5920.351178,406.231049,9.023501
96,-4355.322976,412.782126,8.996303
97,-1664.230682,376.406144,8.757115
98,-6673.564250,474.609884,9.420274
99,-8731.504197,489.536134,9.505287
100,-7293.402474,539.175450,9.043126
101,-8514.727197,550.467598,9.022324
102,-11712.321296,643.990517,9.228810
103,-7570.193548,568.917001,9.286818
104,-4864.540512,431.352807,8.874257
105,-2297.973820,336.005766,8.480903
106,-3503.378991,439.900930,9.061007
107,-1242.652225,439.457482,8.488226
108,-7902.822668,468.652120,9.096336
109,-9059.132109,541.225486,9.157419
110,-7217.845325,650.965368,9.158421
111,-8396.461933,550.162338,8.915672
112,-8009.421759,633.495071,9.105927
113,-28877.284687,507.420605,9.707747
114,-6329.762608,791.162354,8.905027
115,-6101.676700,767.974206,9.150041
116,-31182.559942,714.473137,9.733613
117,-11295.682551,895.648750,9.367921
118,-15752.658936,634.422246,9.087158
119,-10347.248221,616.636985,9.079129
120,-7651.816108,607.322653,8.979178
121,-11195.330113,580.765829,9.381878
122,-3840.474366,620.360104,8.671927
123,-9933.595870,670.466934,9.066405
124,-6556.069459,658.418223,8.637661
125,-10737.647272,768.236721,9.175160
126,-11605.905501,782.808295,9.222636
127,-28876.153785,551.108364,9.808133
128,-7472.336831,744.473012,9.089029
129,-5522.294124,759.294431,8.907104
130,-4776.091282,813.896693,8.786134
131,-7895.840098,781.810371,8.921175
132,-5594.748402,587.343332,8.902489
133,-3222.928892,486.181535,8.698181
134,-8615.751076,407.112107,8.715795
135,-7442.720751,538.114941,8.901813
136,-5849.893802,578.849296,8.797543
137,-7395.894025,556.306305,8.685436
138,-8920.667934,648.137976,8.984504
139,-6166.972308,727.543289,9.078387
140,-6766.937275,738.698280,8.729097
141,-18262.601929,752.716673,9.423622
142,-8920.647357,768.658080,8.859114
143,-10876.089233,755.950996,9.170398
144,-8342.606105,609.514814,8.527910
145,-11719.092997,716.445642,9.190764
146,-7277.091570,665.503253,9.053561
147,-6197.271598,678.410232,9.168385
148,-4983.108807,647.957980,8.887427
149,-5158.268975,685.927257,8.632318
150,-8469.013259,706.753642,8.816886
151,-8775.682007,683.947435,8.696146
152,-7119.063659,800.718651,8.860892
153,-7484.915749,854.711099,8.865870
154,-8161.378769,577.586672,7.766558
155,-7321.995789,884.456619,9.026085
156,-20118.881995,896.411402,9.557599
157,-18903.229719,969.123432,9.531981
158,-4580.611226,955.467301,8.775100
159,-629.709650,862.484349,8.629874
160,-10239.048443,849.406688,9.192988
161,-7970.617997,836.087017,8.812634
162,-8401.877951,888.340024,8.921671
163,-18779.335000,949.017677,9.419926
164,-17410.433379,920.473518,9.495058
165,-6098.923596,918.706265,8.828428
166,-12988.413049,1049.001170,9.229963
167,-7181.277350,932.472260,8.843187
168,-11726.725685,891.819715,9.005633
169,-7768.114395,831.151212,8.838928
170,-3292.138799,884.780028,8.762719
171,-9193.415896,975.689505,9.035444
172,-5626.288020,1020.335505,8.855898
173,-9279.591585,946.757926,9.030595
174,-9605.598819,696.325246,8.368927
175,-7395.094651,860.540539,9.019717
176,-4865.353163,842.997852,8.830884
177,-6585.033476,845.261202,8.880237
178,-13045.310712,935.620210,9.219116
179,-7122.878842,983.900051,8.966427
180,-11246.255862,1061.806241,9.113625
181,-8441.061503,1027.741989,9.158704
182,-6432.009668,1028.443111,8.834921
183,-6551.859744,1057.535684,8.944782
184,-6568.792405,958.786474,8.964111
185,-13289.632834,923.698089,9.123237
186,-9236.940581,953.313690,8.981951
187,-9027.966575,996.020342,8.828882
188,-14186.335490,1122.335977,9.204585
189,-10849.399991,1016.589965,8.924925
190,-7627.367263,1059.612408,9.051572
191,-9676.978118,955.395262,9.061892
192,-12492.597965,932.460377,9.141704
193,-12299.708269,907.570695,8.971369
194,-11741.219222,980.876942,9.175022
195,-10630.986635,831.747611,8.817172
196,-12551.073421,821.586389,9.003606
197,-14364.883882,771.548270,9.196451
198,-5644.683420,632.019811,8.661455
199,-27950.861686,626.593983,9.647598
200,-10828.720968,953.862177,9.111319
201,-13252.821137,1079.348312,9.181685
202,-6593.289266,921.799931,8.517678
203,-9610.984865,826.854932,8.422848
204,-8201.920139,1007.426304,8.677846
205,-11299.280897,1164.098421,9.204551
206,-15178.985766,1090.060391,9.275497
207,-12053.724958,1144.776047,9.012027
208,-19789.581946,1126.183006,9.428007
209,-37704.599783,864.801150,9.750337
210,-27169.137241,1088.244876,9.558543
211,-12502.854985,957.059292,8.955705
212,-3845.432799,830.600086,8.509733
213,-5593.965120,815.321954,8.819397
214,-10572.927558,923.343481,8.942725
215,-9851.800761,848.081566,8.906228
216,-10469.300943,914.901622,8.651067
217,-12088.075769,1060.465093,9.029866
218,-18541.770024,1174.696300,9.319298
219,-35838.925668,1077.265041,9.600719
220,-12943.042184,1311.000594,9.065506
221,-11372.875935,1108.888972,8.662589
222,-10041.325617,1184.477654,8.981597
223,-6579.549856,1044.441911,8.759487
224,-6930.733668,1003.446654,8.802351
225,-2142.445835,1064.074955,8.656809
226,-5030.903204,1137.623708,8.829161
227,-9305.937103,1063.918280,8.943595
228,-19967.863876,1163.977567,9.139563
229,-23645.650196,1081.904927,9.304256
230,-13488.223378,1125.498046,9.063267
231,-10223.489606,1180.650357,8.992255
232,-11760.593166,1226.975906,8.982286
233,-24071.576005,1317.007632,9.447010
234,-37992.080344,1015.973008,9.626585
235,-32790.619675,1190.785513,9.725895
236,-15101.844646,1299.389774,9.381814
237,-12528.513671,1252.013923,9.233637
238,-20257.974996,1183.586944,9.581744
239,-10521.198157,1117.987214,9.139417
240,-7011.994420,1018.405560,8.815325
241,-7976.108287,1074.395084,8.711261
242,-7609.327370,1077.487068,8.853391
243,-12641.985193,1149.612592,9.136160
244,-12816.202612,1107.597449,9.121583
245,-3625.216380,1073.986723,8.804034
246,-1661.684435,805.026871,8.199507
247,-3897.106170,989.717169,8.588312
248,-626.808305,780.686587,8.125415
249,-8136.462606,1000.405843,8.822757
250,-515.716695,957.832865,8.619209
251,-5082.786533,957.049728,8.703305
252,-8201.567231,1070.319337,8.917452
253,-4074.429374,1136.738037,8.846925
254,-8850.024246,1027.219055,8.960758
255,-7008.364222,872.030578,9.200088
256,-14524.295859,742.113147,9.495611
257,-13021.415986,757.769646,9.406896
258,-5859.489041,754.389844,8.862969
259,-5878.089264,872.780981,8.907542
260,-536.512631,667.954801,8.173962
261,-5588.289987,731.407767,8.681270
262,-3283.923128,771.252087,8.750411
263,778.462679,834.991199,8.451919
264,-8886.081474,788.146370,8.629649
265,-4545.614224,692.836732,8.748826
266,-4762.451820,725.831032,8.972909
267,-7599.016725,588.756960,8.716237
268,-21982.529501,521.210625,9.552003
269,-6500.383626,619.727772,9.202921
270,-6770.947616,666.633967,9.289124
271,-6324.727540,713.816330,9.014943
272,-6738.783184,756.319040,8.977261
273,-22714.221754,742.990234,9.597924
274,-371.162352,833.334166,8.368567
275,-9925.897294,788.315120,9.127636
276,-11085.363672,637.722165,9.003640
277,-5626.063648,657.750584,8.765048
278,-5983.621168,711.420388,8.800327
279,-11656.886739,810.715652,9.112882
280,-8396.645803,578.678246,7.983272
281,-7918.580821,846.876073,9.000533
282,-7261.913692,818.491949,8.897064
283,-18668.413336,583.512069,9.193259
284,-21419.047615,545.576684,9.544993
285,-20830.272848,559.125053,9.649247
286,-5396.450999,576.898254,9.116965
287,-3359.210671,568.370393,8.797590
288,-7460.911634,569.136569,8.951663
289,-5793.086469,571.280032,8.905337
290,-7676.471536,670.544729,9.099706
291,-50997.231313,88.580826,9.648053
292,-13408.418176,647.871947,9.392569
293,-2052.454021,476.079431,8.396775
294,-2043.021837,545.745257,8.792703
295,-2527.887961,598.694770,8.901276
296,-1332.928734,519.322454,8.638613
297,-3207.163307,664.816663,8.802533
298,-24442.798736,460.616669,9.647269
299,-31819.851286,244.899454,9.651923
300,-26274.953024,346.615485,9.661568
301,-6503.975392,475.220513,8.881770
302,-6900.496175,470.721106,8.871379
303,-3379.558889,381.016694,8.501087
304,-3791.333025,299.738862,8.325994
305,-4212.674815,340.785070,8.833656
306,-3516.028698,370.383824,8.973731
307,-6324.847683,423.443041,9.180371
308,-1686.075080,375.634773,8.672042
309,-2769.857185,411.503652,8.464080
310,-2942.534795,394.675849,8.895296
311,1240.435939,351.318221,8.021977
312,-7243.316336,380.570254,8.868625
313,-4428.079080,425.547952,9.356650
314,-996.116609,353.958004,8.495563
315,-4304.659230,429.151155,8.477602
316,-24803.574520,290.139573,9.510284
317,-28115.815567,328.971194,9.725882
318,-27629.672887,289.901887,9.724409
319,-2838.286823,553.309184,8.642973
320,-5383.495037,631.020281,9.180366
321,-4966.193710,522.131357,8.978670
322,-22501.728683,274.237909,9.759521
323,-5190.780875,525.373167,9.235208
324,-9928.767057,459.669848,9.471695
325,-638.649430,451.324270,8.699751
326,-8268.084931,378.717259,9.064340
327,-2534.988710,503.233965,9.000539
328,-7425.389326,425.120042,8.982782
329,-24880.956894,179.226509,9.686153
330,-6702.694451,588.661654,9.317461
331,-7093.023978,563.704349,9.123488
332,-8061.607861,509.000221,9.330277
333,-6985.158497,588.765264,9.191452
334,-2020.169810,393.903504,8.370052
335,-2885.697056,547.008238,9.041454
336,2157.856956,410.809104,8.186377
337,2367.260848,471.632333,8.694871
338,-1451.707147,451.043907,8.630104
339,-17613.318244,260.040430,9.726210
340,-6295.675103,415.885051,9.386907
341,-3674.216730,408.827426,8.754765
342,-21765.871002,172.475023,9.725278
343,-8806.178915,426.146352,9.433372
344,-11448.475210,393.735702,9.644880
345,-5535.344255,488.652429,9.266230
346,-20616.558388,221.301719,9.725291
347,-8745.143456,429.678354,9.277192
348,-2754.957026,497.958139,8.889475
349,-6083.578234,518.941574,9.203440
350,-1413.582679,488.094688,8.736006
351,-5195.622975,495.314349,8.906262
352,-4769.703261,508.606881,8.921165
353,-5059.211285,389.621315,8.506603
354,-20828.565892,476.652178,9.685495
355,-32586.304705,150.074689,9.685107
356,-12969.315771,570.751330,9.620106
357,-5172.820240,683.171231,9.244608
358,2410.120637,594.405593,8.587028
359,-3218.174705,570.953763,9.276450
360,2269.992429,565.261463,9.258557
361,878.415472,549.940137,8.684975
362,-20475.222664,383.479056,9.631932
363,-16239.169732,434.806428,9.503666
364,-26497.873340,233.455324,9.724328
