,buyer,seller,price
115,-158897.313365,2600.496026,9.665851
116,-236000.620930,2654.524694,9.642452
117,-218681.551470,3103.350406,9.641806
118,-172053.715105,2734.055421,9.513265
119,-167626.081259,2363.995186,9.591567
120,-149548.465674,2226.570402,9.500652
121,-156999.773209,2085.376432,9.550149
122,-171023.220037,2425.179455,9.458687
123,-176850.253770,2530.242430,9.701673
124,-175224.285422,2766.374676,9.507973
125,-178674.231520,2695.508807,9.592086
126,-203801.197562,2851.874304,9.422187
127,-309139.826733,2180.558085,9.754087
128,-194216.923268,2878.989971,9.751217
129,-200178.848532,2726.498289,9.379964
130,-233959.065780,3153.289426,9.619948
131,-229191.939066,3142.909544,9.417056
132,-180119.136687,2508.724535,9.469815
133,-172759.362434,2160.713533,9.578151
134,-168680.682121,2182.306866,9.622700
135,-161607.886647,2248.842885,9.536039
136,-164343.682496,2348.378078,9.418213
137,-152398.364709,2404.107543,9.265913
138,-198523.943969,2805.387324,9.614880
139,-228556.365547,2995.422792,9.663869
140,-232881.773596,3112.588254,9.641831
141,-240167.767416,2929.788033,9.656753
142,-193943.119580,2858.920277,9.351661
143,-205532.160835,2864.797915,9.723844
144,-169547.554355,2846.339174,9.484742
145,-193947.428167,2676.650051,9.599488
146,-184925.078287,2430.115999,9.448874
147,-181115.826215,2544.268014,9.670276
148,-192700.924925,2720.473056,9.490079
149,-226719.389453,3024.424805,9.513067
150,-236738.921972,3281.100149,9.635364
151,-248832.619625,3445.778923,9.530622
152,-264375.652982,3608.165271,9.427496
153,-281151.228582,3814.607441,9.550871
154,-244564.071814,3833.084954,9.425114
155,-270204.161999,3829.046414,9.549316
156,-306081.984417,3611.332577,9.652869
157,-326925.411572,4136.958435,9.703885
158,-298672.566332,4275.830803,9.405250
159,-204268.678648,3849.251461,9.412190
160,-251812.312599,3529.720141,9.398302
161,-250558.087278,3585.618755,9.014577
162,-279708.428344,3730.092027,9.473041
163,-298510.286640,3608.571268,9.551132
164,-277029.960384,3805.146298,9.684683
165,-207936.885589,4029.304784,9.519315
166,-274507.386253,4158.797679,9.742716
167,-290018.300289,4123.540151,9.712006
168,-248864.598185,3768.822481,9.452467
169,-231737.430115,3690.354505,9.422876
170,-241671.379124,3801.261133,9.716766
171,-244652.082559,3886.765161,9.456770
172,-244886.422428,4058.059447,9.839128
173,-265246.095077,3947.625316,9.621086
174,-263326.631317,3879.314376,9.366917
175,-239630.303438,3735.090720,9.464317
176,-226110.094209,3561.248560,9.561235
177,-220949.934563,3532.551092,9.609287
178,-256273.022703,3768.734820,9.642673
179,-242882.934270,4055.398560,9.592149
180,-258842.919627,4220.141336,9.708319
181,-263754.147118,4164.888934,9.663458
182,-257833.348389,4206.248989,9.458971
183,-228751.494865,4092.839046,9.675856
184,-261088.382898,3823.853746,9.741347
185,-254617.391204,3798.111819,9.709027
186,-275659.590520,3922.118252,9.491997
187,-279729.363918,4066.387859,9.667896
188,-277695.875481,3890.391206,9.357684
189,-299134.739283,4270.449699,9.615868
190,-284156.914204,4294.235930,9.810206
191,-252058.758898,3881.649711,9.647458
192,-292263.160328,4011.694760,9.637354
193,-280911.350883,4242.150144,9.570740
194,-215200.611551,4238.539276,9.331267
195,-264937.397022,4038.901133,9.559763
196,-255299.133558,3835.054136,9.498861
197,-254840.704364,3738.319260,9.511835
198,-209653.062944,3288.943263,9.486791
199,-283427.910339,2740.935061,9.740082
200,-199879.576883,3773.297974,9.708078
201,-249701.679504,4152.803851,9.559179
202,-243520.790426,4121.309801,9.598739
203,-252980.037414,4096.624021,9.497651
204,-247751.810179,4236.714646,9.793265
205,-242194.975682,4243.001404,9.517504
206,-251033.144521,4367.467985,9.618999
207,-279782.064493,4496.401780,9.387963
208,-293334.374354,4612.865966,9.674941
209,-411492.594326,3527.875688,9.812021
210,-284303.087020,4293.801587,9.608995
211,-272137.783099,4184.478509,9.562579
212,-218978.597512,3703.077469,9.336681
213,-202865.661010,3408.562690,9.452980
214,-238013.903424,3616.595770,9.593712
215,-246763.818963,3781.105683,9.404460
216,-313894.252579,4162.657727,9.615573
217,-269762.149050,4263.501664,9.460817
218,-291182.532032,4556.421891,9.588110
219,-346051.068550,4439.480744,9.811109
220,-316634.190191,4993.814978,9.586201
221,-322185.043755,5022.377651,9.444200
222,-311822.014058,4769.662447,9.607742
223,-338608.615942,4684.035219,9.559412
224,-277674.886866,4441.691641,9.600959
225,-266435.223752,4339.083003,9.544008
226,-282707.467082,4544.186791,9.474927
227,-285750.725951,4896.381171,9.543303
228,-334193.653929,5046.820270,9.586567
229,-327491.501930,5017.627646,9.580872
230,-292089.600355,4601.751679,9.375819
231,-281086.615235,4674.315610,9.455257
232,-297235.679684,4833.255768,9.539210
233,-330076.426662,5030.539113,9.701810
234,-376780.416444,4005.535416,9.679415
235,-370579.770762,4308.016174,9.780715
236,-270752.697626,4867.912699,9.662207
237,-305320.229499,4600.834701,9.558368
238,-277538.351459,4459.660781,9.535351
239,-295197.722792,4343.367465,9.498221
240,-283419.805555,4345.359489,9.645175
241,-299544.289928,4449.053808,9.608854
242,-299715.117255,4488.629722,9.485973
243,-317771.975683,4748.486032,9.661389
244,-304915.194210,4567.849754,9.674098
245,-260001.306143,4311.576588,9.483402
246,-226871.738778,3945.546572,9.459259
247,-241654.103107,3915.719316,9.536742
248,-269988.693741,4086.868088,9.571977
249,-229519.295270,3915.560305,9.450995
250,-239739.077603,3816.744916,9.340466
251,-302281.420843,4121.499512,9.627139
252,-285218.291786,4248.993853,9.503659
253,-320201.165114,4502.803934,9.395808
254,-289139.070344,4254.910379,9.368810
255,-227730.513800,3390.580888,9.692131
256,-225383.412770,2801.888748,9.709749
257,-191979.740596,2966.473146,9.538944
258,-247035.110062,3414.356444,9.748375
259,-240462.022254,3548.459536,9.557062
260,-257066.137400,3593.321019,9.660603
261,-243877.623149,3335.248221,9.371285
262,-241446.262034,3287.005450,9.170078
263,-244049.629318,3672.324922,9.655340
264,-248331.277049,3573.628488,9.441978
265,-168556.069984,3251.879915,9.396059
266,-182180.602905,2916.023671,9.524847
267,-202515.799419,2718.431501,9.536483
268,-307860.098915,2129.065174,9.865692
269,-166189.988813,2498.339198,9.599826
270,-178181.552559,2601.499443,9.420400
271,-195602.568489,2801.731849,9.511099
272,-198146.170703,3050.310321,9.613287
273,-288828.885736,2806.290710,9.735920
274,-225215.805905,3550.235063,9.627600
275,-217608.470691,3143.903364,9.651558
276,-199860.881574,2714.447000,9.535408
277,-184840.176760,2763.565072,9.557966
278,-208559.933612,2970.093449,9.585185
279,-221365.439104,3079.741972,9.643957
280,-213229.053014,3122.038576,9.200601
281,-211183.208053,3261.965293,9.612065
282,-242432.589873,3427.348264,9.685700
283,-222552.689399,2445.355475,9.603606
284,-217258.252781,2254.913852,9.790435
285,-206269.571756,2147.848206,9.782285
286,-170266.533858,2239.710570,9.606466
287,-157923.310028,2189.405910,9.473689
288,-132579.652831,2181.331232,9.323884
289,-158745.393772,2454.478332,9.390964
290,-196045.608025,2702.505242,9.585787
291,-490986.794192,360.121463,9.811439
292,-197829.663275,2418.576166,9.557232
293,-183743.111092,2459.679946,9.504642
294,-171674.160886,2367.862522,9.510964
295,-160200.053450,2463.073192,9.645978
296,-189204.258495,2508.288404,9.697135
297,-201342.558642,2695.669094,9.527162
298,-304020.932697,1872.835128,9.815868
299,-351882.312471,1000.424728,9.819838
300,-318983.904606,1472.047839,9.811157
301,-153044.529663,2227.080427,9.742865
302,-190095.836786,2135.286179,9.487920
303,-144068.200542,1868.828589,9.192385
304,-134761.577540,1759.405464,9.563771
305,-133774.714050,1720.216831,9.547619
306,-143950.548121,1735.837226,9.645594
307,-154995.116038,1842.807634,9.656128
308,-135783.417250,1793.877446,9.569762
309,-123791.999979,1843.756556,9.522474
310,-139610.798103,1845.368492,9.656216
311,-115473.889227,1737.818516,9.458937
312,-114758.180552,1811.751968,9.638186
313,-124519.387407,1732.483218,9.608347
314,-137184.175375,1774.937871,9.590572
315,-136010.698332,1856.877314,9.600951
316,-239596.488394,1326.744069,9.700694
317,-277432.128551,1350.762483,9.765323
318,-289354.782575,1166.195666,9.771308
319,-131612.226680,2233.981252,9.452323
320,-152630.122406,2254.891849,9.456544
321,-133306.065064,2130.437630,9.498876
322,-292848.605962,1103.740773,9.761241
323,-143211.206801,2131.851935,9.532387
324,-159827.295629,1897.799833,9.653875
325,-130879.913699,1869.460168,9.344398
326,-129490.718344,1831.404149,9.448689
327,-128363.863125,1913.738376,9.590803
328,-138741.270718,2006.440765,9.670391
329,-315323.150919,721.155233,9.797531
330,-148714.009716,2130.219463,9.456961
331,-148953.427266,2083.478096,9.706202
332,-131052.592385,1924.221116,9.481180
333,-112372.532333,1992.271692,9.439973
334,-139465.688013,2115.400141,9.612663
335,-145199.567260,2162.412374,9.596542
336,-130267.983936,2067.820260,9.565283
337,-143856.638107,2032.976949,9.534673
338,-121212.017015,1851.268796,9.462354
339,-243176.639888,1050.332600,9.811092
340,-148345.474263,1869.656425,9.722270
341,-148957.272621,1967.347273,9.607436
342,-308841.135943,696.010833,9.799993
343,-165522.475660,1950.675254,9.749171
344,-208458.412413,1714.757975,9.809856
345,-143251.676238,1989.541420,9.572711
346,-316270.295807,893.074307,9.801773
347,-180529.601341,2067.703662,9.640790
348,-160466.250906,2224.544778,9.524996
349,-141341.296304,2178.504406,9.430243
350,-155837.413712,2191.139138,9.680452
351,-161348.704320,2160.559709,9.485463
352,-142849.267327,2277.632215,9.528668
353,-149979.106301,2443.489779,9.609106
354,-230627.686960,1838.236849,9.778109
355,-376699.533240,608.638721,9.810590
356,-183954.126061,2352.095613,9.729076
357,-159734.675768,2535.043602,9.497818
358,-145543.187825,2327.848905,9.361809
359,-130593.553796,2155.329040,9.414615
360,-154748.707256,2191.695299,9.634950
361,-160886.973710,2412.043433,9.589649
362,-287350.842568,1675.233346,9.820316
363,-255068.365702,2160.452653,9.817260
364,-389753.487206,936.121273,9.804382
